cpu_utilization,device_age_days,device_id,device_type,error_log_rate,failure_probability,firmware_version,historical_incidents,historical_outages,io_wait,maintenance_days_since,memory_pressure,network_latency,packet_loss_rate,power_cycle_count,reboot_count_7d,sla_breach_history,software_patch_age_days,temperature_anomaly_score,temperature_variance,timestamp,workload_intensity
0.59,184,D2599,T005,14.6,0.36,4.5,8,2,0.16,50,0.28,222,0.012,13,8,10,245,0.69,0.1,2/22/26,0.22
0.83,2816,D6383,T004,33.1,0.63,5.0,18,3,0.86,26,0.59,69,0.075,29,9,8,307,0.42,0.49,6/30/24,0.55
0.85,2837,D5483,T003,11.5,0.58,3.0,8,0,0.24,296,0.3,240,0.134,0,7,8,117,0.26,0.22,7/2/25,0.33
0.53,524,D9099,T008,9.5,0.6,5.2,12,3,0.98,262,0.93,44,0.004,23,15,2,221,0.63,0.11,7/24/25,0.8
0.56,1546,D9762,T007,36.3,0.54,5.1,6,8,0.16,90,0.53,42,0.118,10,2,4,47,0.61,0.08,7/17/24,0.45
0.94,737,D9758,T006,38.9,0.56,3.5,0,3,0.11,62,0.38,101,0.082,14,8,1,39,0.54,0.17,4/21/25,0.87
0.95,1249,D2524,T011,3.8,0.68,5.2,2,8,0.41,174,0.7,163,0.104,0,9,5,78,1.0,0.49,5/20/24,0.86
0.86,2124,D2746,T010,40.5,0.62,4.0,10,1,0.31,283,0.64,135,0.017,26,10,9,242,0.56,0.21,2/26/24,1.0
0.79,1955,D2396,T009,46.7,0.54,3.0,11,0,0.75,96,0.45,222,0.03,0,10,10,18,0.64,0.48,5/17/24,0.1
0.1,537,D3075,T002,16.7,0.43,5.2,17,3,0.63,135,0.9,63,0.121,0,5,1,277,0.04,0.24,6/22/24,0.24
0.83,2794,D2545,T001,45.9,0.62,5.0,12,0,0.66,152,0.59,57,0.104,8,13,4,282,0.58,0.37,8/25/25,0.19
0.94,1467,D9868,T012,29.1,0.66,3.5,5,9,0.05,162,0.64,128,0.054,9,2,3,135,0.85,0.42,3/22/24,0.9
0.62,290,D6592,T005,48.0,0.53,4.5,4,3,0.72,36,0.97,117,0.107,26,0,4,127,0.25,0.35,7/30/24,0.72
0.22,2624,D4020,T004,24.9,0.47,5.0,8,10,0.59,63,0.98,217,0.087,23,3,9,127,0.41,0.13,10/18/25,0.74
0.76,2891,D5795,T003,27.4,0.69,5.2,18,3,0.21,267,0.84,230,0.036,21,1,7,2,0.68,0.19,12/18/24,0.89
0.63,1699,D3370,T008,0.9,0.49,5.0,7,7,0.38,138,0.41,258,0.067,30,7,2,244,0.64,0.28,4/22/24,0.24
0.54,351,D9676,T007,20.7,0.31,6.0,16,4,0.28,30,0.35,82,0.0,5,9,3,81,0.05,0.21,3/7/24,0.77
0.5,1783,D4977,T006,10.1,0.47,5.1,8,7,0.39,193,0.23,115,0.018,6,4,10,166,0.65,0.43,5/16/25,0.69
0.44,2030,D1718,T011,47.9,0.56,5.1,15,3,0.1,123,0.66,49,0.049,28,0,6,182,0.89,0.07,7/28/24,0.58
0.55,1497,D6847,T010,36.0,0.44,5.2,5,1,0.7,0,0.58,138,0.003,8,13,4,290,0.15,0.29,4/8/24,0.53
0.34,183,D3997,T009,12.6,0.32,5.0,3,3,0.86,32,0.43,294,0.015,18,7,4,206,0.25,0.4,10/4/25,0.61
0.35,2950,D3939,T002,1.1,0.33,6.0,3,10,0.17,84,0.48,108,0.054,5,8,9,284,0.35,0.12,7/19/24,0.12
0.41,2049,D4757,T001,46.3,0.42,4.5,5,10,0.8,352,0.31,120,0.121,28,15,0,22,0.12,0.17,8/12/25,0.35
0.52,1004,D4425,T012,0.6,0.43,6.0,3,0,0.99,109,0.58,71,0.015,20,13,4,69,0.74,0.29,4/5/24,0.3
0.2,2063,D2215,T006,25.9,0.61,3.5,18,2,0.24,202,0.73,74,0.034,1,7,0,286,0.9,0.25,9/4/24,0.92
0.24,805,D2491,T005,13.0,0.58,6.0,14,4,0.2,312,1.0,20,0.085,9,6,5,217,0.53,0.19,8/18/25,0.85
0.25,447,D6407,T004,21.7,0.3,5.2,4,6,0.71,80,0.13,146,0.126,22,5,1,55,0.18,0.28,4/8/25,0.29
0.84,2633,D7194,T003,37.8,0.39,6.0,6,5,0.15,68,0.28,231,0.009,2,9,10,115,0.29,0.42,1/8/24,0.13
0.72,2683,D9941,T009,19.0,0.5,5.1,4,5,0.65,309,0.53,268,0.066,24,3,5,29,0.81,0.15,5/31/24,0.12
0.5,774,D2328,T008,38.3,0.45,5.1,10,0,0.86,348,0.48,22,0.012,23,0,0,235,0.63,0.02,3/25/24,0.35
0.59,2348,D3421,T007,42.5,0.41,5.0,1,6,0.8,69,0.18,81,0.014,7,6,7,170,0.53,0.35,10/1/25,0.85
0.14,1780,D3005,T012,17.8,0.51,4.5,17,7,0.18,308,0.74,279,0.008,2,0,9,123,0.63,0.03,2/5/25,0.87
0.41,1647,D7149,T011,25.6,0.42,4.0,13,2,0.66,288,0.41,199,0.077,11,10,4,207,0.36,0.16,1/17/26,0.21
0.64,819,D5024,T010,23.4,0.53,3.5,1,5,0.03,147,0.62,249,0.074,19,13,6,77,0.48,0.02,1/21/25,0.55
0.29,1294,D9904,T003,43.3,0.44,3.0,11,5,0.4,323,0.38,105,0.012,7,1,4,199,0.78,0.36,11/30/25,0.45
0.34,2236,D9656,T002,7.9,0.42,5.0,9,6,0.76,292,0.24,224,0.104,4,7,4,87,0.07,0.18,3/17/25,0.68
0.33,2662,D2051,T001,47.4,0.67,3.0,20,2,0.52,132,0.58,137,0.137,12,15,8,133,0.89,0.36,2/13/25,0.97
0.38,468,D4243,T006,36.1,0.4,4.0,14,8,0.05,48,0.74,288,0.033,6,3,7,52,0.39,0.12,5/19/25,0.74
0.85,2919,D5222,T005,11.9,0.59,3.0,20,0,0.97,174,0.35,116,0.02,26,6,4,344,0.73,0.18,8/24/25,0.13
0.27,1645,D9499,T004,28.8,0.5,3.5,8,4,0.73,157,0.27,125,0.109,11,0,8,240,0.87,0.12,7/1/24,0.47
0.36,2643,D5699,T009,6.7,0.51,5.2,11,9,0.31,348,0.98,49,0.109,2,1,5,1,0.12,0.4,4/21/24,0.29
0.11,537,D5323,T008,41.9,0.51,3.0,3,8,0.69,171,0.27,135,0.15,10,0,2,300,0.82,0.24,1/16/26,0.8
0.3,414,D9592,T007,37.9,0.42,5.2,19,8,0.1,42,0.46,209,0.034,30,10,7,17,0.32,0.25,1/9/24,0.93
0.22,2230,D4487,T012,40.9,0.38,4.5,12,9,0.15,104,0.8,207,0.006,14,0,1,28,0.02,0.04,4/12/24,0.43
0.94,1602,D2908,T011,46.8,0.68,5.2,10,3,0.97,322,0.73,232,0.044,23,13,7,21,0.86,0.02,2/3/26,0.12
0.59,670,D2511,T010,30.1,0.43,3.0,5,3,0.24,208,0.3,47,0.072,8,4,9,300,0.4,0.17,9/18/24,0.28
0.19,1608,D7893,T003,28.7,0.4,3.0,2,4,0.99,289,0.43,241,0.003,18,0,4,259,0.69,0.4,2/24/26,0.62
0.36,1932,D3033,T002,45.6,0.48,3.0,7,7,0.05,99,0.97,218,0.046,7,4,10,270,0.12,0.32,2/24/24,0.41
0.96,2185,D9593,T001,31.3,0.65,3.0,18,1,0.76,281,0.79,227,0.051,20,15,7,220,0.25,0.45,9/27/24,0.27
0.21,984,D1286,T006,11.0,0.53,6.0,7,8,0.9,158,0.79,134,0.005,16,11,9,89,0.97,0.07,10/18/24,0.61
0.66,857,D7520,T005,28.2,0.44,4.5,4,6,0.62,114,0.98,218,0.026,0,1,6,55,0.19,0.5,10/17/25,0.36
0.66,2238,D6072,T004,31.8,0.65,6.0,11,9,0.33,151,0.83,85,0.099,3,7,6,45,0.87,0.15,8/6/25,0.23
0.86,1213,D7378,T009,37.6,0.58,5.0,0,2,0.67,320,0.8,13,0.022,16,0,7,260,0.4,0.22,3/5/24,0.91
0.81,161,D2969,T008,41.5,0.57,3.5,13,1,0.81,287,0.44,107,0.061,10,4,10,110,0.38,0.29,9/14/24,0.53
0.85,2947,D5358,T007,40.2,0.75,3.5,10,0,0.59,289,0.91,217,0.133,11,4,8,72,0.96,0.27,4/5/24,0.65
0.15,632,D2094,T012,37.3,0.55,5.2,0,8,0.92,305,0.95,252,0.109,29,15,1,343,0.89,0.02,2/26/26,0.22
0.39,1915,D7401,T011,11.0,0.58,4.5,4,0,0.02,328,0.51,148,0.129,15,8,5,298,0.77,0.22,6/15/24,0.47
1.0,432,D2198,T010,2.4,0.52,4.5,19,5,0.53,342,0.21,202,0.058,19,2,0,38,0.98,0.32,1/25/26,0.27
0.98,1183,D1866,T003,2.4,0.46,5.0,5,9,0.51,303,0.44,160,0.067,26,12,5,157,0.19,0.05,8/30/24,0.14
0.52,516,D9947,T002,10.9,0.51,4.0,0,6,0.83,40,0.93,131,0.031,21,13,1,347,0.46,0.16,8/10/25,0.64
0.8,899,D7575,T001,47.7,0.59,5.0,7,1,0.71,101,0.12,193,0.101,5,10,2,34,0.94,0.1,4/21/24,0.28
0.62,2888,D1036,T006,11.8,0.5,5.2,1,6,0.78,60,0.5,275,0.074,4,12,7,206,0.74,0.43,1/20/25,0.51
0.67,2913,D6545,T005,12.2,0.58,5.1,13,3,0.18,310,0.33,273,0.063,21,3,8,251,0.93,0.5,8/22/24,0.49
0.51,1997,D3988,T004,0.7,0.55,3.5,5,2,0.88,255,0.71,57,0.06,28,5,1,72,0.83,0.41,4/14/24,0.7
0.21,2321,D2081,T009,48.5,0.72,4.5,19,4,0.88,221,0.93,162,0.12,10,4,8,339,0.85,0.42,10/24/25,0.98
0.17,2425,D1264,T008,29.5,0.61,4.0,19,0,0.43,203,0.69,130,0.011,19,8,8,167,0.94,0.27,6/11/24,0.97
0.59,2860,D3463,T007,18.3,0.45,5.1,12,10,0.99,81,0.18,286,0.027,29,10,10,167,0.84,0.05,1/20/26,0.18
0.62,2247,D6904,T012,39.6,0.66,5.1,5,10,0.7,0,0.54,36,0.119,28,11,10,348,0.75,0.01,2/12/26,0.46
0.44,2600,D6244,T011,28.7,0.59,6.0,17,2,0.5,272,0.17,268,0.108,27,13,9,253,0.61,0.08,6/12/25,0.54
0.18,2782,D8405,T010,20.1,0.43,3.0,5,3,0.2,225,0.41,254,0.076,24,12,8,355,0.63,0.49,10/8/24,0.18
0.58,786,D7409,T003,17.2,0.58,5.1,18,3,0.22,294,0.4,62,0.072,30,11,3,199,0.99,0.25,1/13/25,0.25
0.42,2281,D6371,T002,27.3,0.61,4.0,12,3,0.4,294,0.83,184,0.096,8,3,3,349,0.29,0.04,7/10/24,0.86
1.0,2856,D4213,T001,42.6,0.63,3.0,17,2,0.18,63,0.44,138,0.103,16,8,5,15,0.62,0.2,5/23/24,0.25
0.17,915,D5811,T005,13.5,0.5,4.0,10,9,0.84,267,0.85,54,0.09,6,1,3,24,0.91,0.2,4/9/25,0.85
0.43,1428,D9393,T004,41.2,0.6,5.2,15,10,0.19,8,0.96,13,0.039,20,7,4,286,0.49,0.31,8/13/25,0.65
0.42,766,D5893,T008,2.9,0.48,5.1,17,6,0.42,70,0.31,269,0.084,24,10,6,205,0.51,0.22,6/20/24,0.94
0.88,1549,D1110,T007,34.8,0.67,3.5,19,8,0.06,90,0.82,297,0.115,23,15,1,18,0.28,0.42,10/5/24,0.51
0.2,2636,D3452,T006,11.9,0.49,4.0,15,8,0.85,109,0.84,239,0.032,1,13,1,187,0.2,0.01,12/14/25,0.84
0.88,935,D9038,T011,5.0,0.47,3.0,17,2,0.85,324,0.16,155,0.051,16,9,10,267,0.01,0.31,5/27/24,0.67
0.49,738,D2896,T010,43.9,0.46,3.0,7,9,0.13,157,0.4,131,0.128,28,2,10,21,0.14,0.41,11/29/24,0.44
0.22,2689,D2359,T009,39.4,0.65,5.0,13,5,0.5,173,0.74,101,0.147,9,9,5,277,0.51,0.48,12/10/25,0.76
0.54,1754,D5352,T002,45.0,0.58,4.0,14,2,0.32,265,0.28,247,0.052,23,15,2,241,0.55,0.49,5/10/25,0.74
0.59,919,D7805,T001,15.2,0.54,3.5,20,0,0.38,310,0.83,40,0.029,0,2,10,64,0.74,0.44,9/25/24,0.23
0.55,1906,D3832,T012,18.3,0.62,6.0,4,0,0.29,149,0.87,198,0.033,30,5,2,326,0.99,0.48,12/25/25,0.68
0.25,1139,D1908,T006,9.0,0.37,5.1,15,9,0.0,295,0.45,234,0.003,18,14,1,133,0.25,0.09,12/5/24,0.83
0.87,782,D9078,T005,10.2,0.48,4.0,7,9,0.42,166,0.17,146,0.083,15,9,8,121,0.3,0.36,8/12/24,0.69
0.52,2784,D6356,T004,8.6,0.5,4.5,0,5,0.88,298,0.16,220,0.03,30,6,2,289,0.69,0.05,11/4/25,0.97
0.22,469,D2981,T003,27.7,0.41,4.0,14,6,0.05,261,0.24,210,0.005,27,3,10,316,0.57,0.09,10/22/25,0.84
0.56,927,D4441,T009,32.3,0.4,3.0,9,3,0.46,8,0.27,66,0.059,11,10,6,20,0.64,0.42,1/15/26,0.35
0.46,282,D7098,T008,44.2,0.65,4.0,15,9,0.68,135,0.81,188,0.082,22,14,10,19,0.86,0.37,11/14/25,0.78
0.32,977,D3207,T007,47.6,0.6,6.0,10,2,0.15,251,0.91,76,0.079,25,7,9,57,0.47,0.34,1/8/25,0.74
0.29,298,D2462,T011,7.9,0.39,4.0,4,1,0.47,324,0.63,219,0.145,21,14,3,203,0.09,0.07,4/28/24,0.24
0.61,1526,D8702,T010,13.9,0.54,4.0,9,3,0.61,339,0.94,39,0.117,6,6,7,300,0.09,0.46,3/25/24,0.12
0.7,2522,D6656,T002,42.0,0.55,4.0,11,5,0.81,99,0.98,10,0.043,6,2,6,8,0.15,0.36,5/11/24,0.73
0.44,524,D1143,T001,4.5,0.35,5.0,9,2,0.68,76,0.29,295,0.027,20,0,1,266,0.01,0.26,8/13/25,0.79
0.2,230,D4153,T012,38.0,0.29,3.5,10,10,0.93,228,0.46,111,0.027,23,7,8,316,0.13,0.36,3/17/25,0.22
0.9,604,D2398,T004,24.7,0.62,3.0,15,3,0.6,185,0.8,95,0.149,1,1,8,216,0.03,0.22,3/17/25,0.65
0.8,585,D5249,T003,16.3,0.66,4.5,13,5,0.31,72,0.63,208,0.116,29,11,8,232,0.82,0.07,3/17/24,0.35
0.22,343,D2474,T007,10.4,0.49,3.0,16,1,0.23,60,0.83,293,0.0,14,13,0,284,0.46,0.2,5/15/25,0.82
0.65,1833,D8857,T006,33.9,0.6,6.0,11,7,0.29,157,0.92,200,0.074,26,11,9,188,0.41,0.09,4/18/24,0.66
0.48,2762,D3042,T005,31.6,0.42,5.0,8,2,0.7,54,0.63,123,0.019,27,0,10,271,0.41,0.14,1/18/24,0.41
0.49,914,D2293,T010,7.8,0.43,3.0,6,9,0.84,343,0.33,140,0.018,28,14,6,170,0.03,0.2,12/27/24,0.82
0.17,1329,D7978,T009,1.2,0.42,5.0,5,1,0.35,102,0.14,103,0.054,27,13,3,251,0.87,0.26,12/21/25,0.82
0.25,539,D4755,T008,23.2,0.39,5.1,3,5,0.04,75,0.56,270,0.078,14,6,0,229,0.54,0.05,12/6/24,0.63
0.33,2582,D5794,T001,3.3,0.55,6.0,20,3,0.69,270,0.65,234,0.088,26,14,10,202,0.04,0.21,4/14/24,0.99
0.52,1066,D3820,T012,37.9,0.56,5.0,17,1,0.32,278,0.92,11,0.112,21,8,9,299,0.04,0.5,2/13/24,0.79
0.63,231,D8956,T011,5.0,0.58,6.0,12,6,0.76,29,0.57,22,0.105,25,10,6,9,0.83,0.06,11/13/25,0.98
0.7,442,D9806,T004,29.8,0.62,3.5,19,9,0.9,120,0.12,85,0.094,2,14,8,279,0.8,0.49,5/30/25,0.43
0.61,1181,D3594,T003,23.4,0.53,3.5,4,0,0.84,84,0.2,286,0.121,3,14,3,364,0.61,0.04,11/7/25,0.9
0.47,2086,D5736,T002,38.1,0.44,5.0,7,3,0.21,245,0.44,103,0.032,22,13,2,25,0.1,0.48,8/19/25,0.61
0.56,2846,D4757,T007,36.3,0.65,4.0,16,2,0.66,216,0.55,254,0.041,1,12,7,307,0.82,0.13,12/31/25,0.6
0.49,291,D2376,T006,41.4,0.43,5.0,15,10,0.38,214,0.11,106,0.122,2,5,1,276,0.17,0.15,6/10/24,0.53
0.66,1734,D9304,T005,22.6,0.71,3.5,4,2,0.51,133,0.97,277,0.076,29,11,1,279,0.93,0.12,1/17/25,0.37
0.16,1556,D5356,T010,27.1,0.42,4.0,20,6,0.5,296,0.11,10,0.015,18,4,4,81,0.56,0.48,7/1/25,0.78
0.82,285,D6118,T009,18.8,0.7,5.0,20,4,0.94,309,0.82,145,0.06,13,7,9,327,0.67,0.01,6/4/24,0.93
0.21,1849,D8540,T008,8.9,0.43,3.5,17,10,0.56,22,0.91,293,0.087,10,9,3,181,0.09,0.36,8/17/25,0.54
0.12,692,D2035,T001,32.5,0.36,5.0,3,6,0.27,134,0.25,158,0.042,25,6,5,253,0.91,0.28,4/26/25,0.21
0.91,1768,D6446,T012,17.1,0.55,4.0,15,6,0.92,55,0.99,32,0.099,10,7,0,104,0.25,0.28,12/18/25,0.31
0.46,1158,D2850,T011,28.8,0.42,5.2,16,7,0.62,202,0.73,21,0.006,2,13,9,70,0.23,0.04,8/23/25,0.53
0.38,2802,D1728,T004,34.0,0.42,5.0,19,2,0.99,25,0.9,254,0.051,7,1,9,160,0.09,0.35,12/25/24,0.2
0.47,856,D7244,T003,30.8,0.53,5.1,8,8,0.7,201,0.86,212,0.034,17,7,6,318,0.1,0.22,8/3/25,0.66
0.78,1159,D8255,T002,27.3,0.66,4.0,17,10,0.46,304,0.54,215,0.112,17,0,0,358,0.91,0.07,10/4/24,0.58
0.22,2694,D7971,T008,5.4,0.56,5.2,10,4,0.23,94,0.87,187,0.12,1,10,0,66,0.37,0.0,6/13/24,0.79
0.25,1914,D1473,T007,39.1,0.59,5.1,0,9,0.96,174,0.84,173,0.047,6,9,7,250,0.93,0.39,3/11/25,0.58
0.11,2272,D8140,T006,49.9,0.36,4.0,1,4,0.61,297,0.12,295,0.086,13,8,6,152,0.66,0.25,9/25/24,0.33
0.2,2302,D7209,T005,12.4,0.51,4.5,6,6,0.51,284,0.53,61,0.109,8,4,5,305,0.42,0.16,5/12/25,0.83
0.44,125,D6871,T010,49.1,0.55,5.2,15,9,0.99,274,0.98,263,0.143,4,15,8,30,0.5,0.1,3/30/25,0.11
0.87,2059,D2637,T009,38.2,0.52,6.0,9,6,0.03,355,0.21,209,0.027,2,2,2,219,0.15,0.09,4/4/24,0.69
0.89,2868,D4171,T001,32.6,0.64,3.0,20,5,0.87,219,0.43,84,0.143,27,10,4,16,0.75,0.44,6/6/24,0.33
0.31,2369,D9248,T012,49.2,0.59,3.0,20,2,0.13,179,0.41,168,0.058,21,5,5,236,0.59,0.28,11/28/24,0.98
0.94,1177,D8843,T011,36.5,0.73,4.0,13,1,0.2,84,0.91,37,0.041,8,5,2,209,0.93,0.11,12/16/24,0.67
0.99,1172,D2755,T005,44.0,0.56,5.1,17,3,0.6,218,0.35,253,0.101,6,2,8,133,0.25,0.23,1/16/24,0.15
0.85,148,D7962,T004,3.5,0.55,4.5,20,1,0.47,18,0.34,235,0.05,9,12,8,156,0.89,0.26,12/19/24,0.87
0.25,2585,D9934,T003,35.7,0.43,3.0,1,4,0.39,198,0.17,26,0.107,25,6,5,34,0.47,0.49,5/30/25,0.97
0.94,2642,D7217,T002,33.2,0.67,6.0,12,3,0.17,43,0.99,260,0.081,6,5,3,349,0.29,0.43,12/2/25,0.51
0.97,2757,D7420,T008,11.9,0.54,4.5,5,8,0.98,115,0.74,87,0.02,20,3,3,285,0.18,0.33,6/9/24,0.63
0.8,2071,D9854,T007,42.0,0.77,5.0,15,1,0.38,296,0.9,139,0.09,1,4,4,161,0.76,0.41,2/4/26,0.73
0.68,2736,D9645,T006,25.6,0.68,5.1,17,7,0.74,305,0.69,285,0.109,25,8,8,123,0.91,0.31,6/10/25,0.21
0.32,1824,D8488,T011,20.4,0.64,6.0,6,5,0.03,281,0.95,60,0.113,6,10,4,141,0.59,0.37,2/8/26,0.68
0.52,598,D6231,T010,19.2,0.33,6.0,9,3,0.06,5,0.44,157,0.004,23,2,5,197,0.05,0.12,10/27/25,0.59
0.95,2467,D9552,T009,2.2,0.68,3.0,5,2,0.19,285,0.61,17,0.078,5,3,1,364,0.98,0.44,1/30/25,0.93
0.88,106,D4189,T001,40.9,0.7,4.5,3,6,0.04,228,0.74,250,0.134,19,8,9,144,0.7,0.01,3/16/25,0.59
0.46,1653,D7077,T012,21.8,0.55,5.1,10,0,0.27,224,0.26,226,0.122,2,12,0,301,0.37,0.01,11/2/24,0.85
0.6,123,D3260,T004,18.1,0.48,3.5,4,1,0.46,292,0.89,70,0.045,14,10,7,283,0.38,0.15,5/14/25,0.43
0.13,1961,D9552,T003,1.1,0.4,3.5,19,3,0.43,193,0.82,77,0.054,22,2,2,291,0.43,0.38,8/14/25,0.12
0.48,1690,D2190,T002,27.0,0.43,5.2,0,8,0.53,310,0.28,251,0.057,21,3,3,81,0.55,0.33,1/7/25,0.51
0.86,359,D3910,T007,47.5,0.69,3.0,10,6,0.21,323,0.43,97,0.107,4,14,4,25,0.83,0.14,5/30/25,0.46
0.83,640,D3318,T006,18.6,0.67,5.1,11,10,0.44,53,0.89,173,0.04,16,1,4,136,0.91,0.06,5/9/24,0.84
0.37,476,D8360,T005,13.3,0.51,4.0,12,2,0.6,311,0.64,82,0.014,15,5,6,143,0.78,0.17,2/24/24,0.74
0.95,279,D9260,T010,34.0,0.62,4.0,13,9,0.26,16,0.88,257,0.123,22,0,5,102,0.44,0.41,8/10/25,0.52
0.11,575,D6942,T009,42.2,0.45,3.0,0,9,0.31,294,0.16,54,0.141,13,3,2,46,0.79,0.04,8/20/24,0.43
0.25,339,D9884,T008,8.0,0.37,5.0,20,8,0.24,45,0.6,241,0.108,4,8,2,2,0.33,0.5,1/17/25,0.54
0.26,1148,D8336,T001,21.0,0.5,5.1,7,5,0.86,268,0.52,217,0.146,17,1,2,224,0.3,0.22,7/17/24,0.79
0.85,928,D4633,T012,1.8,0.57,4.0,2,3,0.15,159,0.18,33,0.108,24,10,1,242,0.62,0.28,12/2/25,0.83
0.81,2237,D2893,T011,43.3,0.62,4.0,17,9,0.13,239,0.61,186,0.044,8,13,3,290,0.33,0.14,2/27/25,0.47
0.93,427,D1696,T003,9.1,0.56,5.1,5,3,0.54,186,0.73,27,0.067,10,0,9,180,0.39,0.45,5/20/25,0.96
0.63,2161,D8299,T002,19.1,0.5,5.0,5,5,0.92,99,0.3,217,0.038,17,9,3,277,0.72,0.02,3/30/25,0.59
0.11,1408,D1718,T006,34.3,0.48,3.0,5,5,0.63,56,0.87,235,0.105,19,8,10,40,0.76,0.17,5/19/25,0.4
0.72,1390,D6854,T005,49.9,0.54,5.1,2,10,0.18,137,0.26,79,0.061,28,2,2,119,0.63,0.16,3/1/24,0.73
0.67,508,D7374,T004,4.7,0.46,3.5,14,8,0.33,42,0.38,82,0.149,9,0,6,119,0.03,0.35,2/25/24,1.0
0.4,1097,D1213,T009,18.1,0.64,5.1,10,2,0.06,191,0.65,27,0.144,30,2,0,177,0.89,0.24,10/21/25,0.72
0.8,1526,D4627,T008,25.3,0.6,3.0,6,6,0.07,64,0.11,42,0.087,9,9,0,142,0.69,0.31,10/31/25,0.94
0.19,2516,D4542,T007,37.5,0.37,3.0,0,3,0.01,345,0.5,34,0.019,12,2,10,181,0.19,0.14,11/7/24,0.43
0.38,1143,D1249,T012,47.4,0.4,6.0,20,2,0.79,94,0.22,122,0.043,9,4,10,275,0.39,0.17,1/24/26,0.62
0.27,184,D4481,T011,16.7,0.37,5.1,14,6,0.16,1,0.86,121,0.105,11,0,2,115,0.31,0.41,1/23/25,0.45
0.12,2339,D4568,T010,38.9,0.61,3.0,15,4,0.5,198,0.61,255,0.136,22,7,0,37,0.94,0.34,11/9/25,0.75
0.14,2943,D8289,T003,3.9,0.41,4.0,11,8,0.89,72,0.96,247,0.101,22,14,2,4,0.24,0.3,4/27/24,0.51
0.82,1468,D3744,T002,42.9,0.6,5.1,17,7,0.17,288,0.65,54,0.134,23,5,5,233,0.01,0.3,2/8/25,0.6
0.81,1100,D8275,T001,25.5,0.63,3.0,17,8,0.15,2,0.61,17,0.134,28,7,6,182,0.64,0.06,8/13/24,0.67
0.1,1888,D7254,T005,4.1,0.33,3.5,10,8,0.69,108,0.43,247,0.016,15,10,8,257,0.09,0.08,7/23/25,0.58
0.18,874,D9009,T004,39.8,0.35,3.0,5,1,0.35,220,0.41,44,0.107,29,5,10,92,0.16,0.26,1/10/26,0.73
0.54,1826,D3445,T008,6.3,0.33,3.5,6,0,0.04,184,0.35,75,0.02,6,0,10,33,0.21,0.49,8/12/24,0.62
0.97,2052,D5545,T007,30.8,0.37,4.0,5,8,0.14,83,0.38,127,0.014,30,4,3,86,0.05,0.08,10/12/24,0.1
0.57,2291,D5523,T006,49.0,0.71,4.5,6,1,0.91,358,0.74,270,0.116,15,4,8,245,0.75,0.45,12/5/24,0.64
0.37,219,D2941,T011,31.0,0.45,4.5,17,4,0.15,134,0.88,93,0.142,2,12,1,61,0.04,0.4,3/5/25,0.32
0.74,1729,D2212,T010,38.4,0.66,6.0,17,3,0.99,299,0.64,92,0.066,2,0,2,182,0.93,0.21,4/25/25,0.19
0.87,522,D1941,T009,25.2,0.48,4.0,6,0,0.89,124,0.22,181,0.054,13,13,2,356,0.44,0.13,12/18/24,0.44
0.45,986,D1643,T002,34.8,0.53,4.0,10,10,0.1,210,0.49,87,0.013,16,8,8,130,0.83,0.43,6/30/25,0.7
0.36,1703,D3121,T001,28.4,0.55,6.0,19,3,0.3,100,0.79,14,0.098,19,11,3,220,0.25,0.19,6/21/24,0.72
0.54,1710,D5967,T012,35.0,0.52,5.1,1,6,0.57,235,0.55,53,0.084,25,4,3,213,0.37,0.2,8/18/25,0.96
0.58,1699,D4266,T005,39.8,0.6,5.1,8,7,0.72,353,0.47,147,0.108,30,12,5,239,0.37,0.45,1/4/25,0.61
0.97,2830,D6993,T004,13.0,0.77,4.0,7,3,0.81,29,0.99,27,0.146,7,6,3,187,0.95,0.04,11/15/25,0.43
0.76,1769,D3195,T003,30.0,0.67,3.5,9,1,0.22,75,0.95,144,0.103,17,12,10,318,0.59,0.17,1/7/26,0.68
0.32,601,D6061,T008,29.2,0.46,4.0,8,10,0.94,146,0.8,90,0.018,26,7,8,197,0.59,0.06,8/6/24,0.15
0.4,859,D5524,T007,19.1,0.55,3.5,10,5,0.18,204,0.85,238,0.141,27,9,9,174,0.62,0.46,5/19/24,0.64
0.97,1683,D1129,T006,10.4,0.65,5.0,12,1,0.08,304,0.49,74,0.149,10,8,6,201,0.56,0.14,8/9/25,0.8
0.55,2266,D1055,T011,23.1,0.51,3.0,4,3,0.4,210,0.68,230,0.097,10,4,7,354,0.16,0.2,4/24/24,0.82
0.43,740,D1796,T010,44.5,0.5,5.0,8,2,0.27,107,0.59,142,0.14,21,14,6,162,0.09,0.33,4/25/24,0.43
0.75,527,D2970,T009,34.3,0.45,6.0,0,8,0.94,348,0.15,263,0.033,26,3,10,115,0.57,0.18,3/22/24,0.91
0.41,2741,D4844,T002,17.2,0.55,3.0,20,7,0.83,95,0.74,190,0.059,27,11,3,307,0.52,0.33,5/31/24,0.62
0.38,208,D7194,T001,38.2,0.49,3.5,18,1,0.99,309,0.39,263,0.142,29,2,3,217,0.66,0.02,9/29/25,0.37
0.35,1899,D3097,T012,26.0,0.48,5.1,11,5,0.03,274,0.16,28,0.139,4,1,10,78,0.83,0.24,3/8/24,0.16
0.68,467,D3378,T005,26.7,0.69,4.0,20,6,0.48,252,0.96,216,0.033,10,8,4,361,0.98,0.22,8/2/24,0.7
